product,narrative
credit_reporting,really bothered account appeared report fact provide document support validity truthfulness account questionable see report lot inaccuracy date payment history asking help get rid account
retail_banking,asked close hsbc direct saving account assured would done day past day account still open see confirmation closure request attached
credit_reporting,filed dispute credit bureau reach lender verify payment history sure purpose dispute present evidence doesnt get taken consideration basically ask provide support even going use figure case feel system rigged beginning consumer doesnt chance win anything disputing
credit_reporting,bank america several time tried notify corporate equity line credit paid still show balance bank america responded state still owed even though bank america show paid disputed several time result affecting credit rating get resolved
credit_reporting,trying get help deleting unauthorized inquiry credit report damaging credit sent equifax letter regarding inaccurate inquiry reporting receive document prove otherwise please assist matter cause causing great stress disappointment getting thing
mortgages_and_loans,give permission run credit dialogue explicitly give permission run credit
credit_reporting,monitoring credit time received recent update show account department treasure amount owe govement anything received anything indicating open date showing nothing called number listed report indicates nonworking number need removed
retail_banking,purchased phone paid paypal returned phone pay pal refund money asked copy receipt detail credit wrote asked mean credit positive amount money deposited account exist credit given back money refunded back denied closed case money case
credit_reporting,company report outdated information way change read report pulled last month three different false incorrect information somebody agency reporting agency falsifing recklessly
credit_reporting,reported via experian erroneous late day late day payment made time sale home shortly thereafter current information inaccurate harming ability purchase new home year later
credit_reporting,sent many police report dispute real acknowledgement thing got report refuse tell happened last resort legal action party involved identity theft victim subjected kind treatment
credit_reporting,submitted several request inaccurate hard inquiry removed credit report dated acknowledged inquiry inaccurate performed due diligence removing inaccurate inquiry per fcra standard
debt_collection,company attempting collect debt rental agreement originally debt already discharged philadelphia municipal court original creditor attempt avoid sued mold exposure forwarded legal judgment dollar debtor first contacted reported debt anyway
debt_collection,disputed telling cant dispute anymore
debt_collection,stenger stenger filed suit court contacted explained never account forced payment agreement could time correct court case
retail_banking,past used send receive money pnc virtual wallet checking say pnc made internal change allow account linked suggested contact cfpb
retail_banking,hello hope everything well w orking coinbase well right account review cant send receive money around friend really scared ca talk via email opened ticket closed day
debt_collection,c system opened bunch medical one credit never sent anything continues call harass call insurance date follow amount another collection agency called called
credit_reporting,time respectfully request copy experian credit report dont know written request ignored would greatly appreciated credit reporting agency mail copy credit report ca professional cooperation greatly appreciated
debt_collection,friend purchased furniture receiving call debit collector found debit name working midland credit management dispute gave email address asked report federal trade commission directed web site cfpb
credit_reporting,report equifaxxxxx ga credit card open standing report mine done round dispute im working also customer name addreses creditor merchant company issuing card billing address etc even defend card account listed dont know bank company debt mi mine
mortgages_and_loans,loan approved keep requesting doc sending document signed closing date loan started approved back forth
credit_reporting,several item reporting incorrectly credit file please remove following item incorrect personal information name name name address experian address address experian address address following item reporting result identity theft date open bal experian date opened bal experian
credit_reporting,disputed account experian credit agency listed account opened fraudulently submitted ftc report police report account experian refuse remove
mortgages_and_loans,case number dated apply loan bank america need document sign bank america apply loan bank america bank america nothing commit fraud consumer document proof dealer well bogus proof run around computer letter proof bank amercia known fraud fraud
debt_collection,unaware debt opportunity dispute also please provide assignment debt method verification validation debt portfolio recov assoc
mortgages_and_loans,month ago received credit alert informing credit score dropped point due change student loan status whatever fedloans entered regard covid student loan relief program caused credit score drop factor credit report changed
retail_banking,username password bank changed told longer access bank account transfer
debt_collection,flagship credit acceptance adhere requested resent documentation giving opportunity cure invoice yet federally protected consumer flagship credit acceptance violated provision usc usc please review attached documentation
debt_collection,portfolio recovery associate seeking collect debt successfully disputed credit agency past debt mine credit agency removed debt report portfolio recovery associate adding item credit report even legitimate debt previously agreed upon please ask predatory debt collector remove
debt_collection,recently saw collection credit report ic system contacted collection agency use indicated debtor live use told disputed account insist mine unable provide documentation mine even reached reporting agency told ic system verfied however one piece documentation provided actually
retail_banking,pnc bank made change online link longer
debt_collection,company calling every day time day submitted claim stop calling week theyre trying collect debt way past statue limitation
credit_reporting,find disputing company every month properly reporting derogatory remark removed yet still present explained company live address well social security number compromised several occasion many purchase made even present state also account time demanding payment lived left moved living since
credit_reporting,loan original creditor always made payment time see always stellar payment record company tried contacting original creditor successful resolution definitely error part
debt_collection,funding trying collect debt amount dated zero knowledge time credit filled application even begin working credit idea tell never made purchase finger hut produce invoice proof keep reaffirming debt asked documentation ignored want credit history debt owe
mortgages_and_loans,state lockdown work sensible auto push payment back far enough catch supposed make money workforce shut
credit_card,never approve credit line increase request always get response letter dont value customer even holiday wont increase want second card decline new account wanted thr delta sky mile card since travel much get mile card wont approve always complain
credit_card,capital one saks fifth avenue credit card created user attached account individual exist household
mortgages_and_loans,late payment showing credit set autopay way im gon na late checking account linked loan payment
credit_reporting,ive sent multiple company inaccurate violation reporting credit report ive ask investigate delete account misleading information account
debt_collection,recognize account impacted covid
credit_reporting,went help daughter get apartment informed management could get apartment name due good credit left decided pull credit see management lady talking shocked outcome report many item belong please remove item report xxxxxxxx
credit_reporting,sent letter regarding inaccurate unknown account credit report also informed letter impacted data breach may got wrong hand received response yet law state failure investigate item within day item must removed immediately well day demand inaccurate item immediately file litigation
credit_reporting,trying cosign mom vehicle car salesman told credit low told show report print copy item credit need removed soon possible item fraudulent account contacted ftc local police behalf please remove report u dept edxxxx xxxxxxxx xxxxxxxx company inquiry xxxxxxxx
credit_reporting,tried contacting company regarding unauthorized inquiry however returned call
credit_reporting,send dispute letter credit bureau experian verify information think incorrect wrong exercising right fair credit reporting act gave day response answer want item removed deleted
credit_reporting,unauthorized inquiry report written company result taken authorize inquiry auto finance authorize inquiry action authorize inquiry authorize inquiry capital one authorize inquiry
credit_reporting,pulled credit first time year derogatory item mine including two bankruptcy account fraudulent need deleted please remove unknown account name u dep ed u dep ed xxxxxxxx xxxxxxxx
debt_collection,spoke representive tinted window dollar made apply loan let payment sent account monterey financial charging plus debt collection monetary financials
credit_reporting,carefully going credit report seen fraudulent account inquiry belong account identity theft causing serious harm credit profile wrote experian failed respond wrote
retail_banking,usaa release checking account money keep day based policy cause lose everything worked entire life lose house vehicle everything usaa bank said making example give paycheck money day problem usaa nothing checking account credit card
retail_banking,two day ago paypal sent email notifying permanent account ca longer withdraw fund reached support team mail phone could provide reason aforementioned limitation agreed violate term condition cooperating solving issue
credit_reporting,account open filed multiple dispute uploaded proof received credit line increase closed account instead questioning continue report account closed thought actually look proof hold reporting entity regulation thought need prove report show proof different consumer supply
debt_collection,wife received call voicemail regarding potential qualification student loan forgiveness program direct account went understanding scam checking account info scheduled make payment today month next month month
retail_banking,care act retirement account allowed distributed closed fee penalty full amount sent soon sent writing filled form depsite email never sent fund reported da ftb sec fraud
credit_reporting,get medical bill doctor office contact tell balance insurance send first fed credit control oh information still want pay remove account credit report tell happy pay owe say dispute thru credit report agency say collection company want need help
retail_banking,paypal locked account advising able withdraw balance day
debt_collection,name capital one month never late pod special handing ssa fraud deposit change day totalxxxx insurance fraud state auto credit breach atm error refund blocked deposit billed labeled dated fraud alert
credit_reporting,account closed sent title already received tax form claim additional income account removed credit file experian reporting experian credit bureau
mortgages_and_loans,tried make deal company honda financial service offered catch continue paying normal monthly payment told vehicle pay full deliver decide situation going difficult catch
credit_reporting,jpmcb auto payment history account inaccurate never late credit report show day late month payoff check pay account full delivered chase attached tracking history proof
credit_card,account locked back due address fact changed address year provided necessary information asked multiple every time call check status account told fiu department department unlock account able contacted email sure absolutely true month access money bill pay baby provide verge suing company fraud
credit_reporting,ditech reporting payment made personal loan loan prior payment ever made account ditech report fraudulent totally made need removed report provide proof payment made
debt_collection,sent letter schrieber law llc requesting cease desist contacting regarding matter pertaining alleged debt original creditor desire work dealing fair share financial strife right due covid need added stress schreiber law llc well letting cfpb know going want record issue file
credit_reporting,checking credit notice account thats mine reporting stuff man im hearing know reporting inaccurate information report fcra need removed immediately written documentation consent ask removed deptedxxxx deptedxxxx
credit_reporting,one credit card company refuse remove day late never late card always autopay disputed account time never received anything credit card company explanation
credit_reporting,called get tv service trying set thing told already account open name outstanding balance due explained incorrect information told nothing identity compromised decided get report pulled see happening found several unknown account belong please get fraudulent account xxxxxxxx xxxxxxxx
retail_banking,pnc allow link checking account bank hold money charge ridiculously high fee saving account allow scammer easily access account
credit_reporting,contacted usaa credit bureau incorrect status account either party yet update correct information told usaa information would corrected credit bureau later today account status still showing charged incorrect account paid full submitted payment receipt bureau yet see account updated
credit_reporting,sent letter experian notifying checking credit report several inaccuracy reported late payment requested validate information provide copy documentation receiving response day sent letter demanding follow still yet receive validation proof investigation investigation method
credit_reporting,ask remove account belong many time yet proof account presented refusing follow rule fcra
credit_reporting,consistently trouble transunion applying credit credit score however transunion lender depriving better rate due transunion
credit_reporting,mortgage car loan credit card show experian open account show experian please update credit profile show open credit account
credit_reporting,responded offer aspire credit card instead soft inquiry standard offer aspire submitted hard credit inquiry reflected credit report called aspire asked speak supervisor phone operator told supervisor available
retail_banking,transferred renasant bank account renasant bank rejected ach deposit request sent fund back still havent got money back yet
debt_collection,fraudulant account result identity theft
credit_reporting,loan capital one bank usa always made payment time see always stellar payment record company tried contacting capital one bank usa successful resolution definitely error part
credit_reporting,co sign daughter honda dealership notice inquiry credit report different lender
credit_reporting,account past beyond statute limitation arizona reported new account opened
credit_reporting,late payment transunion credit report company called tested positive called ahead time let know would late agreed remove late payment also email saying yes sent fix letter transunion even proof well fix credit report take late payment
credit_card,see total cashback account redeem chat call never said anything redeeming cash back never show account doublecash pay payment statement citi gave cashback instead statement return
retail_banking,attempted link pncs account information mobile investment app named told due recent change pnc account unable linked
credit_reporting,credit card opened used fraudulently reported investigated agreed close account charge considered fraud see account debt charged totally misrepresentation fact categorically advised final determination investigation fraudulent charge filing legal remedy matter well si corrected credit report
credit_reporting,transunion blocked account reporting credit file dropped score almost pnts reason want account put back file limit limit limit attaching proof card mine please account immediately file
credit_card,late payment day reporting account never late account would like status updated
mortgages_and_loans,hello understanding mortgage loan reach value original purchasing price mortgage service required remove pmi reached mortgage company freedom mortgage stated need written request well appraisal understanding none needed loan reach information requesting pmi waiver please let know wrong wrong
credit_reporting,apply loan company illegally done
debt_collection,discover bank responded certified letter continuing report fraud account credit report inaccurate
credit_reporting,wrote letter consumer reporting agency disputing account reporting credit file consumer reporting agency stated investigated company account verified information accurate received letter clearly state unable locate record account requested debt validation company due diligence investigating
retail_banking,navy fedral credit union preventing opening account elsewhere paid nfcu full removed
credit_reporting,sent equifax request verify information sending original agreement signature regard debt collection account however received result original agreement confirmation receiving request thirty day since request received result today called equifax unable verify locate result sent
credit_reporting,several item inaccurately reporting credit file following item reporting either error result identity theft incorrect name transunion reporting incorrect name spelling according tu open date according open date bal reporting tu tu opened date opened date unauthorized inquiry time time never late
mortgages_and_loans,received letter settlement amount dont copy payed settlement amount county account ending account wife name well fargo still reporting account charged still past due account paid per settlement letter sent unfair unlawful please update credit report asap thank
credit_reporting,equifax holding tried time temporarily lift credit freeze part home purchase keep giving run around lift freeze even though pas security question keep sending overseas call center refuse let speak supervisor contrast great appreciate company choose preventing credit report run shut
credit_reporting,transunion reporting incorrect inquiry screen shot reporting incorrect inquiry s neither company posting contact information regarding misinforming agency suffering damage misinformation
mortgages_and_loans,bought vin purshase price added optional gap contract vehicle protection plan vpp vehicle care protection fl amount financed went total cost contacted dealer cancel optional charge told ca anything choice pay loan time one year refinance
credit_reporting,transunion call couple time dispute inquiry would work also send letter never got response back date letter would like get inquiry remove credit report inquiry bank inquiry credit union inquiry inquiry misc inquiry misc
credit_reporting,disputed several unverifiable item experian failed investigate disputed item within day moreover experian failed provide information file concerning disputed account stipulated section fair credit reporting act
credit_reporting,requesting letter method verification verifying bankruptcy experian need know experian verify bankruptcy add information individual credit report
debt_collection,report number date generated account name loanme account number account type unsecured responsibility individual date opened status closed written status updated balance balance updated recent payment monthly payment original balance highest balance term month
credit_reporting,credit score based outdated incorrect data drop drastically instead increasing based fact credit limit show wrong balance show incorrect usage incorrect attempt dispute fact offer direct mean documentation showing wrong unfairly treated
credit_reporting,acct reporting debt credit file owe debt mine never account opened account contacted advised fraud account need removed credit file
credit_reporting,sent dispute letter sold debt someonesle also file dispute jefferson capital system yet hear im sick ignoring request resolve credit issue
credit_reporting,account authorize company run credit additionally address name recognize personal profile please remove
credit_reporting,experian wont update scored paid service fcra violation inaccurate information reporting
debt_collection,tried call several time one answer phone disputed account credit bureau get taken reappears month later send proof account mine sent letter mail dispute way contact dispute collection account year old statue limitation
credit_reporting,disputed account reporting credit reporting agency finally reported error disputed today received mail notification deleted whole account report contacted transunion told cant dispute something isnt want account report balance credit line late payment
mortgages_and_loans,affected lost job reported oportun financial company could continue temporarily make payment due pandemic replied problem last payment day date deviated dl got job back made payment usd realized charging interest usd mention charge say anything notified affected
credit_reporting,credit report name unauthorized inquiry credit report want removed please inquiry reported credit report american express
mortgages_and_loans,account transferred yamaha motor finance corp yet receive bill pay pandemic score dropped almost point reporting late given chance pay since sold account another servicer
credit_reporting,sent letter verification old debt wanted removed due incorrect old
credit_reporting,account credit report rtaht dont belong account citcards cbna
debt_collection,account open identity theft flied identity theft report county police
credit_reporting,bsi financial service trying add back tax mortgage incurred previous mortgage company tax insurance accounted escrow ive complained enough went refinance another company tried tell company behind thats month appealed previous tax told resolved company scam legal representation im currently acquiring
mortgages_and_loans,due work since struggling pay mortgage recently retired living retirement plus saving due coronavirus pandemic
credit_reporting,account company ascendium education loan settled loan private another l lender company ascendium education never contact via mail phone disputed several time credit agency investing properly
credit_reporting,late payment showing account account closed since date last activity late payment ever made account payment history inaccurate
credit_reporting,need take credit got ten year three time paying
credit_reporting,balance owed delinquency reported account closed violation please delete chapter bankruptcy discharged furnished documentation whatsoever mean reporting false info care since made complaint cfpb
credit_card,cbna national credit card numerous unsolicited hard inquiry including burnout limited date national credit card co
credit_reporting,fraud account sent police report company still failed get issue resolved matter resolved pursue litigation
debt_collection,model finance company called hurassed mother said take jail guy wouldnt let get word yelled mother phone saying going get arrested well
credit_card,capital one grant access account online able verify identity multiple process process prefer sytem strict people traveling access get locked
credit_reporting,item reporting credit report belong please remove following item credit file since contacted attorney experian failed respond dispute day since disputed following item bal experian
debt_collection,portfolio recovery place collection credit profile claiming owe never card life
credit_reporting,three credit bureau lying verifying information creditor
credit_reporting,sending dispute letter asking egregious bankruptcy removed report provide original court record document provide proof filed bankruptcy
credit_reporting,information credit bankruptcy public record victim identity theft mistaken identity date report ref credit report belong
retail_banking,account texted saying representative cashapp send would send back long story short kept money refuse give anything back cashapp account ne send money really want money back caught lie anything guy help would great also screenshots conversation
credit_card,usaa confirms fraudulent activity found review claim see attatched usaa provide fraud credit fraud occurred see attatched transaction security adjustment xxxxcredit reversal begin account usaa revers credit usaa confirm fraud account clearly reversed credit merchant usaas
retail_banking,closed account year payment processing advance notice explanation
credit_reporting,file complaint credit card account number cutoff balance charge monthly
debt_collection,loan paid national credit adjuster collection contacted refuse remove account contact info collection ksxxxx
mortgages_and_loans,exeter finance hired someone contacting many people related fianc asking address information stating hired service upcoming wedding need get contact regarding service
mortgages_and_loans,tried get ppp loan bank america bofa numerous time passed small business favor large private equity institutional client
debt_collection,take trip due president u shutting country unable go vacation citi card cooperating able get either disputing amount
credit_reporting,wondering score keep going found credit showing saying owr never given company authorization written verbal reporting fraudulently would like credit report
credit_reporting,reached carmax since reduced hour covid granted extension however received negative credit marking late discus carmax care act section carmax refused remove negative marking
credit_reporting,account belong please remove mine mine original creditor mine dept balance updated never late im deferment late payment dept balance updated never late im deferment late payment
debt_collection,never even knew anything saying mine american express hired law firm take court case dismissed prehudice american express sending email saying missed payment case settled account never mine begin closed please see attached image proof
credit_card,refused talk problem verify u phone however go solve error
credit_reporting,hello checked report found inquiry recognize absolutely give company permission authorize anyone employed company make inquiry view credit report violation fair credit reporting act section c serious breach privacy right please remove thank advance
credit_card,promotional interest rate bank america credit card point changed payment option pay amount due opposed minimum amount however reason payment plan take effect even though still show amount due payment option still reflects website reason requesting bank america waive interest list amount
credit_card,applied credit card sale rep incorrectly inputed social security number caused declined credit card due deceased therefore creating unnecessary incorrect hard inquiry onto credit report
debt_collection,concord financial showing late payment never account numerous credit agency inquiry showing credit report never authorized inquiry
debt_collection,credit management lp trying collect debt owed debt dont know company added negative derogatory mark credit illegal
debt_collection,reaching family saying owe medical debit
credit_reporting,transunion scammed membership charge
credit_reporting,deferred mortgage payment month calling chase bank customer service approved needed travel country reporting negative
credit_reporting,received copy credit report noticed information recognize reached several time credit agency asking document bearing signature today receive document bearing signature would like help helping resolve matter
credit_reporting,thought matter settled month ago speaking notified record coaf contacting letter deletion company fraudulent liar
retail_banking,open account region bank cash next day closed account give cash back closed account pretty sure reason however care want money back
credit_reporting,tried freeze ar report past month gotten response replied last cfpb complaint said received letter certified mail receipt showing sent
debt_collection,requested verification validation debt photo copy identification s given ask numerous occasion requesting deleted due able verify information
credit_reporting,reached wrote three credit bureau identity fraud victim back company called amount also victimized fraud company called amount wrote numerous letter sent police report transunion response account mine need credit report immediately thank
credit_reporting,hello collection account added credit report unknown see attachment disputed account three credit bureau came back verified impossible account unknown please send document may record signed agreement account
credit_reporting,personal information match make sure right ssn full name
retail_banking,pnc bank enable business banking sync mobile vendor
credit_reporting,experian continue report false information report trying work experian week exhausted option trying resolve matter please help
mortgages_and_loans,corona virus deferred payment three charging day car payment helping time
credit_card,discover making threat report credit reporting even legal
credit_reporting,filed dispute experian fail verify account report accurate
mortgages_and_loans,applied refinance home loan estimate gave origination charge however loan closed change tell changed read loan fee complained forced sign cancelled loan take month loan
credit_reporting,sent letter disputing hard inquires recognize authorize xxxxt
credit_reporting,victim identity theft please remove fraudulent account inquiry credit report charge account authorized please block remove account credit report finance charge related fraudulent amount blocked removed
credit_reporting,walmart knowledge inquiry please remove trying buy house thanks
credit_reporting,interest isnt suppose added time
mortgages_and_loans,dovenmuehle purchased homeowner insurance home high price even though provided information current insurer time
retail_banking,bank ohio saving bank part new york community bank put flag account regarding change address problem already changed address month ago receiving statement new address banking entire time froze bill pay atm never told advance found tried log happened approximately
credit_reporting,issue going since experian fail remove bankruptcy claim verified court obtain verification federal court clerk asking verified credit bureau credit bureau refuse take letter clerk
debt_collection,settled account contacted told reporting credit bureau incorrectly
credit_card,hello writing bank america dispute open must know never received product may stolen relative card ending told never received product paying never got letter received said wait hear u
credit_reporting,victim identy theft someone stole information please investigate fraudulent account remove credit report
debt_collection,debt owed national credit system satisfied full made payment received letter company stating longer obligation relating account still reported credit bureau contacted collection company asked pay additional amount stop reporting credit bureau
credit_reporting,received update company far dispute account set disputed recently complaint said working received notice working bureau taken longer day upset sent multiple letter regarding issue think unfair according fcra day respond back response failure investigate want item removed report immediately
credit_reporting,fraudulently reporting wrong balance car loan credit bureau repeatedly fraudulently harming credit score balance reporting owe
credit_reporting,sent documentation bureau unknown inaccurate account report day today received response victim data breach demand deleted account file litigation
debt_collection,recently checking credit report noticed focus receivables management credit report recognize debt trying collect received anything company potential debt may owed recognize company collecting behalf never service company
credit_reporting,come attention multiple credit inquiry recognize authorized consenting please verify credit inquires well unauthorized inquiry please verify provide proof authorization original signature owner within business day compliance fcra
retail_banking,tried sending money pangea money transfer fee day transfer received calling repeatedly pangea havent anything get money transferred requested call back manager couple time one calling back exhausted resource get money back transfer id
debt_collection,phoenix financial service llc company claiming collection amount past account pay back phoenix financial claiming amount new amount information correct past account year ago amount claim age account new balance account need remove credit report affecting score incorrect information
credit_reporting,identity stolen unknown identity theft account open unknown theft listed complaint
debt_collection,contacted ar acct contacted company phone sent several dispute letter company reporting three credit bureau negatively damaging affecting obtaining credit agreement contract company law would need see contract signed signature ar provided information requested
credit_card,capital one credit card limit made overpayment company refused allow overpayment go toward credit limit allow make charge company refusing allow spend money account overpaid taking greater risk paid amount credit limit given overpayment made card purchase limit increase include overpayment
credit_reporting,consumer portfolio service initiated hard inquiry credit report without authorization inquiry improper unnecessary three inquiry done le day contacted consumer portfolio service phone told record inquiry also contacted writing response inquiry done following day
debt_collection,message left department voicemail stating debt debt collector spill outstanding debt company verbally warned call place work repeatedly called leaving time call
credit_card,bill account go reached company said saw payment try come bank rejected never notified rejection gave late payment get mortgage mark credit company help unfair situation
debt_collection,keep calling work asked call working hour listen call least time day
credit_reporting,agreed remove debt credit bureau agency paid full
credit_reporting,cant verify system refuse help
debt_collection,person called employer wife relentless sneaky returned call said could find file clue debt belief owe amount phone call recieved ridiculous told bos would know idea debt attempting collect request file formal complaint violating consumer right person calling calling say name
credit_reporting,collection bureau hudson valley double reporting credit file erroneous need removed credit violation fcra
credit_card,capital one failed refund fee interest late payment purchase dispute ultimately refunded capital one asked refund numerous time yet received personal contact
credit_reporting,filing submitting complaint following credit inquiry currently listed experian credit report fraudulent unauthorized credit inquiry
mortgages_and_loans,item need removed deleted credit inaccurate information reported
credit_reporting,bonneville collection reporting debt credit file owe recently checked credit noticed debt credit file called immediately paid debt never received phone call collection letter notice debt pretty sure violates day right dispute
credit_card,beginning covid thing shutting thought found job interview first person said talk seemed legitimate paid credit card thought next day go get gift card send picture card asked realized fraud looked card online saw charge called capital one said cant anything even though scammed fault
credit_reporting,cbe group reporting debt credit file owed recently pulled credit report noticed debt credit called hospital directly applied financial hardship took care debt cbe however still reporting debt credit file something longer owe erroneous account need removed debt solved longer reporting credit
credit_reporting,xxxxxxxx ran hard credit report without consent reported transunion credit report asked tarnsunion remove inquiry authorized refuse take dispute contacted told get letter authorizing removal contacted said record system
credit_reporting,lot issue credit report late payment negative account mine inquiry authorize account mine including letter explain item expect item deleted credit bureau compliant violation
credit_reporting,fraud department remove fraudulent account credit report
debt_collection,received written document debt owe letter falsely stated amount amount owed dollar company called original creditor never heard company violation cfpb law reported federal trade commission failure inform document right dispute false claim
credit_reporting,went try cash check transaction authorized received letter saying outstanding item may reported information reported
credit_reporting,inaccurate information credit report regard personal information address never lived may belong relative oh oh oh oh oh oh oh oh oh
credit_reporting,fraudulent account credit report disputing luck file identity theft claim included file
debt_collection,filled multiple ftc identity theft report also told company debt belong even sent company ftc identity theft report account still reporting credit report without sending validation debt asking company remove credit report preventing fee getting house
credit_card,bill dollar go reached company said saw payment try come bank rejected never notified rejection gave late payment get mortgage mark credit company help unfair situation
credit_reporting,discrepancy personal credit report violation consumer right please permanently delete block account inquiry transunion credit report account fraudulent unverifiable account inquiry xxxxxxxx account unverifiable fraudulent violation consumer right requesting permanently remove account inquiry
debt_collection,gm day ago sent letter mail company requesting validate debt account reflecting credit refusal pay validate felt debt mine yet provide documentation im requesting account removed credit bureau due company able validate debt documentation signature showing debt mine
mortgages_and_loans,loan chase auto car accident car totaled insurance company told make payment going pay car took month kept following chase reporting credit report
credit_reporting,notified lexus nexis fraudulent bankruptcy reported credit report
retail_banking,havent giving money donated he giving organization gave stimulus check others give dont know money came number
debt_collection,contacted debt owed paid directly symphony bank name credit card harassing threatening ruin credit livelihood said care medical condition contracted need better living situation fir daughter extreme hardship battling unemployed credit score decreased wait get house
mortgages_and_loans,first year vanderbilt raised payment due claim tree fell home senior fixed income know could afford make payment behind payment want lower payment make want money behind afford start good show guess want home
debt_collection,insurance cover medical bill company covered medicaid daughter never bill submitted credit reporting agency daughter insurance covered time
credit_reporting,transunion properly investigate complaint account disputed listed trade line called company spoke representative told company knowledge account said reporting tradelines transunion responded complaint stating item verified reporting correctly
debt_collection,wrote company validation letter verification never received response called sent told lady never received said ok would email called couple week later told never received email stated week passed still email called lady said ca email mailed told still received told law filing complaint
credit_reporting,company action attempted inform reporting agency equipment returned account removed
credit_reporting,experian combined another information account disputed experian deleted wrong phone number address however added wrong address recently also add collection account directly leading damage credit report
credit_reporting,loan chapter bankruptcy brclysbankde always made payment time see always stellar payment record company tried contacting chapter bankruptcy brclysbankde successful resolution definitely error part
debt_collection,credence resource manage knowledge account please delete credit report
credit_reporting,there two hard inquiry credit report dont know anything request unfair
retail_banking,penfed credit union debit card compromised issued new card fraudulent charge transaction still remains account calling penfed customer service several week agent talked done anything penfed also issue phone line call drop sudden
credit_reporting,noticed fraudulent inquiry credit report contacted transunion failed respond per fcra please help since concerned could hap pen future
credit_card,called time barclays phone number keep asking get dispute team hang purpose mailed dispute proof barclay address de want talk want resolve issue
debt_collection,paid debt lesser amount refusing provide delete letter credit bureau stated advised cfpb conversation recorded stating refusing speak credit bureau fix credit
credit_reporting,equifax added balance settled account report removed called dispute item readied incorrect account total back credit report dropped score bureau score respectively mistake stopping pursuing fha loan already told
credit_card,citicard several charge made disputed fraud charge company never gave credit charge contacted last week said would credit account still credited account charge fraud charge follows
credit_reporting,inquiry mine inquiry detail inquiry bank xxxxxxxx inquiry bank inquiry inquiry finance
credit_reporting,pulled credit alerted social security card getting stolen see list derogatory item mine including bankruptcy bankruptcy account fraudulent need deleted please remove unknown account name identity compromised information report incorrect chapter bankruptcy discarged
credit_reporting,identity stolen resulting fraudulent activity added credit file reporting hope corrected
credit_reporting,remove incorrect personal information disputing following personal information showing incorrect incorrect address fl fl fl fl correct address please see attached identification please remove incorrect employment information please remove authorized inquiry
credit_reporting,remove fraudulent information report
credit_reporting,looked score three major credit bureau found month credit history since show since credit statement back claim
debt_collection,thursday sometime debt company account recovery specialist inc contacted someone know looking debt phone number decide call person even know got name number
debt_collection,account synchrony bank paid debt protection plan account lost job early used debt protection account paid full closed recently got summons synchrony bank attempting sue debt already paid none synchrony account ever collection
mortgages_and_loans,loan transferred shellpoint mortgage transfer took place approximately payment made applied escrow portion escrow account transferred shell point provided multiple bank statement previous mortgage statement showing
credit_reporting,previously disputed public record credit report equifax said investigated result provided confirmed first issue investigated account stated federal law initiated request say even file name information public record deleted immediately credit report incorrect false
